Type,Carat,Cut,Color,Clarity,Depth,Table,X,Y,Z,Price,LogPrice
Zirconia,1.5,Premium,D,I1,62.4,60,7.37,7.19,4.54,41.58,3.727619282
Zirconia,0.35,Premium,E,SI1,59.7,60,4.58,4.53,2.72,8.67,2.159868791
Zirconia,0.55,Ideal,E,VS2,62.5,56,5.26,5.23,3.28,22.33,3.105931066
Diamond,2.48,Premium,I,SI1,61,60,8.68,8.61,5.27,16715,9.724061799
Diamond,0.64,Premium,E,SI1,61.3,58,5.57,5.53,3.4,1811,7.501634458
Zirconia,0.9,Good,H,SI1,63.2,61,6.12,6.03,3.84,37.38,3.621135802
Diamond,1.5,Very Good,F,VS2,63.9,57,7.16,7.23,4.6,13037,9.475546748
Zirconia,0.4,Premium,H,VVS1,61.8,58,4.72,4.69,2.91,11.97,2.48240352
Zirconia,0.34,Premium,G,VS2,61.2,59,4.43,4.49,2.73,6.56,1.880990603
Zirconia,0.4,Premium,E,VS1,62.5,58,4.69,4.72,2.94,11.58,2.449279472
Diamond,1.13,Premium,H,VS2,62.4,58,6.66,6.61,4.14,5885,8.68016202
Diamond,1.18,Premium,G,VVS2,61,58,6.79,6.84,4.16,7881,8.972210078
Diamond,0.7,Good,I,VS2,57.5,62,5.81,5.78,3.33,2268,7.726653665
Zirconia,0.7,Very Good,G,VS2,63.1,55,5.64,5.61,3.55,29.23,3.375195579
Zirconia,1.21,Premium,F,SI1,61.1,61,6.78,6.74,4.13,62.92,4.141864078
Zirconia,1.01,Fair,D,SI1,63.5,58,6.35,6.25,4,52.26,3.95623126
Diamond,0.42,Ideal,G,VVS1,60,57,4.84,4.86,2.91,1179,7.072421901
Diamond,0.46,Ideal,F,VS1,62.7,56,4.91,4.94,3.09,1418,7.257002707
Diamond,0.74,Very Good,F,SI2,63.2,58,5.75,5.71,3.62,2042,7.621684999
Diamond,0.81,Premium,I,SI1,61.8,58,5.97,5.91,3.68,2313,7.746300662
Zirconia,1.06,Very Good,G,VS1,60.5,56,6.65,6.6,4.01,73.78,4.301087692
Diamond,1.07,Premium,F,VS2,61.6,60,6.56,6.53,4.03,5974,8.695171999
Zirconia,0.31,Ideal,H,VS1,62.2,57,4.37,4.34,2.71,7.68,2.038619547
Diamond,0.5,Ideal,F,VS2,62.5,57,5.07,5.11,3.18,1436,7.26961675
Zirconia,0.71,Premium,E,SI1,59.1,61,5.84,5.8,3.44,31.49,3.449670035
Diamond,0.31,Ideal,H,VS2,61.5,56,4.38,4.4,2.7,507,6.228511004
Diamond,0.74,Ideal,D,VS2,62,57,5.79,5.83,3.6,3487,8.156797047
Diamond,0.5,Very Good,E,SI2,61.3,56,5.08,5.13,3.13,1154,7.050989447
Diamond,0.72,Premium,D,SI2,60.5,60,5.82,5.72,3.49,2429,7.795234929
Zirconia,0.71,Very Good,G,VS2,62.9,57,5.69,5.72,3.59,28.58,3.352707173
Zirconia,0.3,Ideal,H,VS1,61.6,55,4.3,4.27,2.64,7.43,2.005525859
Zirconia,0.53,Ideal,H,VVS1,61.3,56,5.21,5.23,3.2,19.59,2.975019232
Diamond,0.7,Fair,G,I1,65.2,58,5.57,5.49,3.61,956,6.862757913
Diamond,2,Premium,G,SI2,61.8,58,8.05,7.99,4.96,16262,9.696586377
Diamond,1.5,Good,G,VS1,63.8,58,7.21,7.12,4.57,13720,9.526609901
Diamond,0.4,Ideal,E,VS2,62.9,55,4.73,4.72,2.97,975,6.882437471
Diamond,1.01,Good,F,SI2,62.7,61,6.28,6.38,3.97,3886,8.26513563
Diamond,0.3,Ideal,D,VVS2,62.2,55,4.32,4.33,2.69,814,6.701960366
Diamond,0.36,Premium,I,VS1,62,59,4.53,4.6,2.83,568,6.342121419
Zirconia,1.6,Premium,H,VS1,62.5,58,7.47,7.37,4.64,132.92,4.889747443
Zirconia,0.52,Ideal,I,VVS1,62,55,5.19,5.17,3.21,17.81,2.879760097
Diamond,1.14,Good,G,SI2,63.7,60,6.69,6.6,4.24,4233,8.350666241
Zirconia,0.5,Premium,D,SI1,60.7,61,5.12,5.09,3.1,18.19,2.900871993
Zirconia,0.32,Very Good,F,VVS2,62.5,55,4.39,4.42,2.75,8.56,2.14710019
Diamond,0.31,Very Good,I,SI1,62.8,60,4.29,4.31,2.7,418,6.035481433
Diamond,1.02,Premium,H,VS2,61.8,58,6.49,6.43,3.99,5100,8.536995819
Zirconia,0.5,Very Good,H,SI1,60,55,5.2,5.23,3.13,12.63,2.536074936
Zirconia,1.01,Good,E,SI2,63.9,58,6.37,6.31,4.05,39.72,3.681854839
Diamond,0.3,Ideal,E,VS1,61.9,58,4.27,4.29,2.65,694,6.542471961
Diamond,0.7,Good,D,VVS1,61,61,5.69,5.72,3.48,4407,8.390949465
Diamond,0.81,Fair,I,VS2,64.6,59,5.83,5.78,3.75,2414,7.789040402
Zirconia,0.5,Ideal,D,VS1,61.6,57,5.09,5.13,3.15,21.15,3.051639905
Diamond,0.28,Ideal,G,VS2,62.1,56,4.19,4.23,2.61,508,6.230481448
Diamond,1.05,Ideal,E,SI1,62.1,57,6.48,6.5,4.03,5436,8.600798775
Diamond,0.41,Ideal,G,VVS2,61.7,55,4.81,4.85,2.98,1199,7.089243155
Diamond,1.15,Very Good,E,SI2,60,59,6.78,6.82,4.08,5257,8.567315801
Diamond,0.41,Ideal,D,SI1,60.8,57,4.8,4.84,2.93,791,6.673297968
Zirconia,1.51,Ideal,G,SI1,61.6,56,7.34,7.25,4.5,91.11,4.512067568
Diamond,0.79,Good,H,SI2,59.2,58,6.05,6.07,3.59,2346,7.760467029
Zirconia,0.73,Ideal,J,SI1,62,56,5.74,5.78,3.57,20.92,3.040705639
Diamond,1.1,Ideal,G,SI1,61.6,56,6.59,6.68,4.09,5610,8.632305999
Diamond,0.31,Premium,G,VVS1,60.7,58,4.4,4.37,2.66,1046,6.952728645
Zirconia,0.48,Fair,E,VS2,64.9,54,4.94,4.92,3.2,13.37,2.593013391
Zirconia,0.31,Ideal,E,VVS2,61.6,56,4.35,4.39,2.69,9.21,2.22028985
Zirconia,1.5,Very Good,I,SI2,63.2,52,7.28,7.24,4.59,67.27,4.208714372
Diamond,0.52,Ideal,G,VS1,63,54,5.17,5.12,3.24,1694,7.434847875
Diamond,1.14,Ideal,E,VVS2,61.6,57,6.68,6.73,4.13,11206,9.324204628
Diamond,0.74,Very Good,G,VVS1,63.2,56,5.74,5.72,3.62,3328,8.110126802
Diamond,0.31,Very Good,D,IF,62,56,4.33,4.35,2.69,1331,7.193685818
Diamond,0.42,Ideal,F,VVS1,61.5,56,4.85,4.87,2.99,1223,7.109062136
Zirconia,0.3,Premium,D,VS2,62.3,58,4.29,4.32,2.68,7.81,2.055404964
Diamond,0.55,Ideal,G,VS1,61.3,57,5.28,5.25,3.23,1792,7.491087594
Zirconia,1,Good,F,SI2,59.4,64,6.36,6.29,3.76,42.44,3.748091314
Diamond,1.01,Ideal,G,VS2,61.4,58,6.47,6.44,3.97,6618,8.797548488
Zirconia,1.15,Very Good,G,SI1,62.2,59,6.66,6.71,4.16,61.46,4.118386557
Zirconia,0.3,Very Good,H,VS1,61.9,55,4.32,4.37,2.69,5.95,1.78339122
Diamond,0.31,Ideal,G,VVS2,62.1,54,4.38,4.41,2.73,687,6.532334292
Diamond,0.5,Ideal,H,VS1,60.5,57,5.15,5.19,3.13,1449,7.278628942
Diamond,0.52,Premium,D,SI1,58.7,58,5.32,5.28,3.11,1720,7.45007957
Zirconia,0.3,Very Good,I,VS1,61.8,63,4.26,4.29,2.64,4.86,1.581038438
Diamond,0.33,Ideal,H,SI2,61.4,55,4.47,4.49,2.75,433,6.070737728
Diamond,0.32,Ideal,F,SI2,62.6,56,4.41,4.37,2.75,540,6.29156914
Zirconia,2.32,Ideal,G,SI2,61,58,8.5,8.54,5.2,203.85,5.317384429
Diamond,0.63,Ideal,D,SI1,62.8,57,5.49,5.46,3.44,2041,7.621195163
Zirconia,0.26,Very Good,E,VVS2,62.6,58,4.07,4.11,2.56,6.57,1.882513832
Diamond,1.07,Premium,J,SI2,62.4,58,6.54,6.47,4.06,4105,8.319961022
Diamond,1,Very Good,H,VS2,59.6,59,6.47,6.54,3.88,4978,8.512783483
Diamond,0.3,Ideal,H,VS1,62.3,55,4.34,4.29,2.69,675,6.514712691
Diamond,0.9,Fair,D,SI2,64.6,59,6.04,6.01,3.89,3847,8.255048903
Zirconia,1.23,Ideal,H,I1,61.8,56,6.91,6.85,4.25,45.08,3.808438689
Diamond,1.01,Fair,G,VS2,67.8,59,6.07,6.02,4.1,5666,8.64223868
Diamond,1.11,Premium,H,SI1,62.1,58,6.6,6.57,4.09,5102,8.537387899
Zirconia,0.34,Ideal,G,VVS2,61.9,57,4.44,4.48,2.76,8.53,2.143589362
Diamond,1.2,Premium,H,SI2,62.5,58,6.74,6.69,4.2,4368,8.382060517
Diamond,1.01,Good,D,SI1,63.9,62,6.25,6.31,4.01,5055,8.528133131
Diamond,0.9,Good,F,VS2,63.8,55,6.09,6.13,3.9,4309,8.368461138
Diamond,1.5,Good,E,SI2,63.9,58,7.26,7.21,4.62,9072,9.112948026
Diamond,0.33,Premium,G,VVS2,61.5,62,4.43,4.39,2.71,901,6.803505258
Diamond,1.03,Very Good,F,SI2,62.2,56,6.51,6.48,4.04,4449,8.400434631
Diamond,1.01,Premium,G,SI1,59.2,59,6.58,6.52,3.88,4338,8.375168691
Diamond,0.36,Ideal,E,VVS2,61.8,54,4.6,4.62,2.85,928,6.833031733
Diamond,0.37,Very Good,D,SI1,61,62,4.61,4.64,2.82,681,6.523562306
Diamond,0.59,Premium,E,VS2,62.5,56,5.4,5.36,3.36,2578,7.854769183
Diamond,0.3,Very Good,G,IF,61.4,59,4.27,4.3,2.63,831,6.722629795
Zirconia,0.7,Ideal,I,VVS1,61.8,56,5.72,5.74,3.54,27.41,3.31090791
Diamond,0.52,Very Good,H,VS2,63.5,58,5.12,5.11,3.25,1385,7.233455419
Zirconia,0.7,Fair,G,I1,67.3,57,5.53,5.38,3.68,10.52,2.353278207
Diamond,0.32,Very Good,E,SI1,61.6,56,4.39,4.41,2.71,561,6.329720906
Diamond,0.9,Good,H,VS2,61.9,58,6.14,6.18,3.81,3989,8.291295852
Diamond,0.71,Premium,E,SI2,61.1,58,5.76,5.73,3.51,2306,7.743269701
Diamond,0.41,Very Good,E,SI2,63.4,58,4.75,4.71,3,818,6.706862337
Zirconia,0.31,Very Good,D,SI1,63,54,4.32,4.35,2.73,6.28,1.83736998
Diamond,1.16,Ideal,H,SI1,60,60,6.87,6.84,4.11,5852,8.674538762
Diamond,1.03,Premium,H,VS1,62.5,59,6.43,6.47,4.03,5523,8.61667647
Diamond,0.32,Ideal,G,VVS2,62.1,54,4.4,4.42,2.74,708,6.562444094
Diamond,1.3,Ideal,G,VVS2,62,57,6.96,7.03,4.34,11073,9.312264992
Diamond,0.51,Ideal,G,VS1,61.5,54.9,5.13,5.25,3.17,1708,7.443078374
Diamond,0.4,Ideal,J,IF,62.5,56,4.7,4.74,2.95,758,6.630683386
Diamond,0.59,Ideal,F,VS2,60.2,57,5.48,5.44,3.29,1914,7.556950572
Zirconia,1.36,Very Good,H,VS1,59.9,58,7.16,7.2,4.3,100.96,4.614724399
Diamond,1.12,Premium,D,SI2,61.2,59,6.7,6.66,4.09,4071,8.311643949
Diamond,0.31,Premium,I,VS1,62.6,59,4.29,4.33,2.7,489,6.192362489
Diamond,1,Premium,F,VS2,58.7,62,6.6,6.51,3.85,6037,8.705662479
Diamond,0.9,Very Good,G,SI1,61.3,60,6.14,6.17,3.77,3841,8.253488028
Zirconia,1.25,Ideal,D,SI2,61.9,54.4,6.9,6.93,4.28,74.57,4.311738282
Diamond,1.28,Premium,E,VS1,60.8,60,7.03,6.98,4.26,12210,9.410010567
Diamond,0.38,Very Good,H,VVS1,59.1,58,4.71,4.76,2.8,967,6.874198495
Diamond,1.01,Ideal,H,SI1,62.7,56,6.37,6.42,4.01,5457,8.604654467
Diamond,0.3,Premium,E,VS2,61.8,58,4.31,4.36,2.68,658,6.489204931
Diamond,0.92,Very Good,F,SI1,62.7,57,6.14,6.2,3.87,4037,8.303257121
Zirconia,0.9,Ideal,H,VS1,62,54,6.2,6.23,3.86,55.14,4.009875406
Diamond,1.21,Premium,G,VS1,59.5,58,7.01,6.97,4.16,8456,9.042631528
Diamond,0.31,Ideal,E,VS1,61.8,56,4.34,4.33,2.68,942,6.848005275
Zirconia,2.05,Ideal,H,VS2,61.6,57,8.2,8.14,5.03,205.25,5.324228748
Diamond,0.35,Premium,H,VVS1,59.9,59,4.61,4.57,2.75,1024,6.931471806
Diamond,0.58,Ideal,F,VVS2,62.5,56,5.34,5.29,3.32,2401,7.783640596
Diamond,0.31,Ideal,F,IF,61.2,56,4.38,4.41,2.69,901,6.803505258
Diamond,0.33,Very Good,G,VS2,59.4,61,4.49,4.53,2.68,579,6.361302478
Diamond,0.32,Ideal,D,VS2,61.7,54,4.38,4.43,2.72,758,6.630683386
Diamond,0.3,Very Good,I,VS1,60.4,58,4.34,4.4,2.64,473,6.159095388
Diamond,0.32,Ideal,G,VVS1,61.1,57,4.43,4.41,2.7,1080,6.98471632
Diamond,1.08,Ideal,H,VS1,61.9,57,6.58,6.64,4.09,5791,8.664060267
Zirconia,0.31,Premium,F,SI1,62.7,58,4.31,4.33,2.71,5.68,1.736951233
Diamond,1.29,Premium,J,VVS2,62.6,59,6.98,6.91,4.35,6356,8.757154528
Diamond,0.55,Ideal,F,VVS2,61.5,57,5.24,5.27,3.23,2294,7.738052298
Diamond,1.05,Ideal,G,VVS2,61.4,56,6.54,6.59,4.03,9555,9.164819857
Diamond,1.38,Very Good,J,VS2,62.7,56,7.06,7.11,4.44,6494,8.778633953
Zirconia,1.21,Ideal,E,SI1,61.9,57,6.88,6.79,4.23,81.66,4.402564286
Diamond,2.02,Very Good,H,SI1,59.6,59,8.27,8.35,4.95,18236,9.811152941
Diamond,0.3,Ideal,D,VS2,62.3,54,4.29,4.34,2.69,710,6.56526497
Zirconia,1.16,Premium,J,SI1,62.2,58,6.75,6.68,4.18,47.59,3.862622655
Zirconia,0.32,Premium,E,SI1,62.2,57,4.43,4.38,2.74,7.92,2.069391206
Diamond,1.01,Good,H,SI1,64,58,6.37,6.31,4.06,4191,8.340694648
Zirconia,0.58,Premium,F,SI1,61,57,5.41,5.34,3.28,17.97,2.888703701
Diamond,0.55,Ideal,F,SI1,61,58,5.25,5.28,3.21,1368,7.221105098
Zirconia,2,Fair,H,SI2,65.2,55,7.9,7.85,5.13,127.6,4.848900371
Zirconia,0.33,Premium,G,VS1,61.9,58,4.43,4.46,2.75,7.33,1.991975516
Zirconia,0.75,Very Good,E,SI1,62.9,57,5.79,5.84,3.66,30.28,3.410487429
Zirconia,2.03,Ideal,H,SI1,60.8,57,8.24,8.18,4.99,198.29,5.289730606
Zirconia,0.32,Ideal,I,VS2,61.5,54,4.43,4.45,2.73,5.13,1.635105659
Diamond,1.01,Ideal,G,VS1,62.1,54,6.41,6.43,3.99,7262,8.890410552
Zirconia,0.32,Ideal,G,VVS1,61.6,55,4.43,4.47,2.74,8.95,2.191653532
Diamond,1.14,Ideal,G,VS1,62.3,56,6.73,6.7,4.18,7948,8.980675604
Diamond,0.44,Ideal,E,VS2,61.6,54,4.9,4.97,3.04,936,6.841615476
Zirconia,1.56,Premium,G,VS1,60.9,58,7.53,7.49,4.57,156.95,5.055927283
Diamond,0.72,Good,D,SI2,64.1,57,5.64,5.71,3.64,2254,7.720461695
Zirconia,0.41,Ideal,E,VVS2,61.4,53.9,4.79,4.81,2.95,13.05,2.568788134
Diamond,0.7,Very Good,H,VS2,61.6,55,5.71,5.75,3.53,2330,7.753623547
Diamond,0.56,Ideal,G,VVS2,62.6,53,5.27,5.31,3.31,2148,7.672292456
Zirconia,0.33,Ideal,G,VS1,61.8,56,4.42,4.45,2.74,7.33,1.991975516
Diamond,0.7,Very Good,F,SI1,62.2,58,5.66,5.69,3.53,2230,7.709756864
Diamond,0.5,Premium,E,SI1,63,61,5.07,5.03,3.18,1374,7.225481473
Diamond,0.5,Ideal,G,VVS2,61.4,56,5.13,5.17,3.16,1867,7.532088144
Zirconia,0.52,Ideal,H,IF,62.1,57,5.13,5.16,3.19,21.52,3.068982735
Zirconia,1.2,Very Good,F,VS2,61.8,58,6.75,6.78,4.18,99.08,4.595927605
Diamond,1.51,Ideal,I,SI1,62.7,57,7.35,7.3,4.59,8400,9.035986985
Diamond,1,Very Good,E,VVS2,61.7,55,6.38,6.42,3.95,9324,9.140347
Diamond,0.41,Ideal,E,VS2,62.3,56,4.77,4.74,2.96,999,6.906754779
Diamond,0.9,Very Good,E,SI1,59.8,55,6.3,6.34,3.78,4463,8.403576465
Zirconia,0.65,Premium,G,SI1,61.9,58,5.54,5.51,3.42,17.73,2.87525812
Diamond,1.01,Good,G,VVS2,63.4,55,6.34,6.41,4.04,6843,8.830981511
Zirconia,0.33,Premium,G,VVS1,60.9,58,4.47,4.43,2.71,12.25,2.505525937
Diamond,0.72,Very Good,E,SI2,59.8,58,5.84,5.86,3.5,2345,7.760040681
Diamond,1.56,Premium,F,SI2,58.8,59,7.76,7.61,4.52,7950,8.980927208
Zirconia,0.94,Ideal,G,VVS1,62.4,58,6.22,6.27,3.9,71.37,4.267877613
Diamond,0.56,Ideal,F,VVS2,61,56,5.33,5.35,3.26,2119,7.658699558
Diamond,0.9,Premium,D,SI1,59.4,62,6.24,6.19,3.69,4304,8.367300102
Zirconia,1.17,Ideal,G,VVS2,60.6,56,6.87,6.84,4.15,101.48,4.619861735
Diamond,0.3,Premium,D,SI1,62.3,58,4.28,4.32,2.68,552,6.313548046
Diamond,0.51,Premium,G,SI2,63,61,5.08,4.99,3.17,1056,6.962243464
Diamond,0.7,Very Good,G,VS2,62.5,54,5.63,5.69,3.54,2562,7.848543482
Diamond,1.06,Ideal,E,SI2,62.2,55,6.54,6.51,4.06,5319,8.579040595
Diamond,1.67,Ideal,H,VS2,61.7,55,7.68,7.61,4.72,12327,9.419547258
Zirconia,1,Very Good,G,VS2,63,58,6.33,6.4,4.01,65.34,4.179604406
Diamond,0.7,Ideal,G,SI1,60.5,57,5.74,5.79,3.49,2460,7.807916629
Diamond,0.76,Very Good,F,VVS1,59.6,58,5.91,5.96,3.54,4504,8.41272117
Diamond,1.06,Very Good,E,VVS2,61.8,58,6.52,6.56,4.04,9997,9.210040327
Diamond,0.27,Ideal,H,VS2,61.7,56,4.13,4.17,2.56,451,6.11146734
Diamond,2,Fair,E,SI2,59.9,61,8.16,8.04,4.86,15540,9.651172624
Diamond,0.52,Ideal,D,VS2,61.8,57,5.16,5.2,3.2,1752,7.468513271
Diamond,0.3,Ideal,G,VVS1,61.9,54,4.33,4.36,2.69,764,6.638567789
Zirconia,2.01,Premium,I,VS2,60.5,60,8.15,8.17,4.94,182.89,5.208884879
Diamond,1.01,Good,H,VS2,63.5,61,6.24,6.32,3.99,4959,8.508959386
Diamond,2.01,Good,I,SI1,59.4,63,8.18,8.26,4.88,14597,9.588571307
Diamond,0.99,Very Good,F,VS2,61.8,57,6.37,6.39,3.94,6094,8.71505996
Diamond,0.54,Good,D,SI2,63.2,57,5.16,5.19,3.27,1249,7.13009851
Zirconia,0.35,Very Good,G,IF,62.1,56,4.54,4.57,2.82,9.16,2.214846179
Zirconia,1.35,Ideal,F,SI2,62.9,56,7.05,7.03,4.43,63.37,4.148990563
Diamond,1.2,Ideal,G,VVS2,62.3,54,6.82,6.86,4.26,10812,9.288411907
Zirconia,1.6,Premium,G,VVS1,61.5,58,7.48,7.58,4.63,189.24,5.243016051
Diamond,1.02,Premium,G,SI1,60.7,60,6.51,6.48,3.94,4855,8.487764381
Zirconia,2.02,Very Good,I,VS2,58.8,57,8.21,8.29,4.85,160.82,5.080285727
Zirconia,0.31,Ideal,E,VS2,61.8,54,4.37,4.34,2.69,9.59,2.260720889
Diamond,1.51,Ideal,I,VS1,61.6,56,7.37,7.43,4.56,10576,9.266342562
Diamond,1.59,Very Good,D,VS2,61.4,60,7.47,7.6,4.63,12846,9.460787758
Diamond,0.34,Ideal,H,SI1,61.5,55,4.53,4.55,2.79,647,6.472346295
Diamond,1.19,Ideal,E,SI2,60.2,57,6.87,6.84,4.13,5822,8.669399124
Diamond,0.55,Ideal,F,SI1,61.7,56.4,5.26,5.3,3.25,1598,7.376508126
Diamond,0.72,Very Good,G,SI1,63.6,56,5.69,5.72,3.63,2170,7.682482447
Diamond,1.56,Very Good,I,SI1,60.2,61,7.5,7.59,4.54,8470,9.044285788
Diamond,1.03,Premium,E,VS2,61.2,59,6.53,6.47,3.98,7192,8.880724576
Diamond,0.65,Ideal,E,SI1,61.8,55,5.57,5.6,3.45,1862,7.529406458
Zirconia,0.41,Ideal,G,SI1,62.2,56,4.77,4.75,2.96,9.47,2.248128907
Zirconia,1.18,Premium,I,SI2,60.8,58,6.84,6.78,4.14,50.37,3.91939576
Diamond,0.92,Premium,H,SI1,59.2,60,6.4,6.35,3.76,2968,7.995643604
Diamond,0.31,Premium,F,VS1,61.8,60,4.35,4.39,2.7,680,6.522092798
Zirconia,0.71,Premium,F,VVS1,58.1,58,5.92,5.88,3.43,36.82,3.606041176
Diamond,0.34,Ideal,E,VVS1,61.1,56,4.52,4.55,2.77,1208,7.096721378
Diamond,0.46,Fair,H,VS2,65.6,58,4.8,4.84,3.16,830,6.721425701
Diamond,1.12,Very Good,G,SI2,60.2,59,6.7,6.85,4.08,4852,8.48714627
Diamond,1.42,Good,F,VS2,63.7,57,7.08,6.99,4.48,9542,9.163458386
Diamond,1.1,Premium,H,SI2,59.2,59,6.8,6.74,4.01,3388,8.127995056
Zirconia,0.23,Very Good,E,VVS2,61.5,59,3.95,3.98,2.44,5.83,1.763017
Diamond,0.53,Very Good,E,SI1,63,55,5.14,5.18,3.25,1408,7.249925537
Diamond,0.82,Very Good,G,VS2,62.1,56,5.94,5.98,3.7,3528,8.168486417
Diamond,1.2,Ideal,H,SI1,62.9,57,6.79,6.76,4.26,5510,8.614319902
Zirconia,1.7,Premium,I,VS2,61.7,59,7.63,7.68,4.72,123.83,4.818909657
Diamond,0.31,Ideal,I,VS2,61.2,55,4.36,4.4,2.68,421,6.042632834
Zirconia,0.51,Premium,F,SI1,61.4,59,5.13,5.13,3.16,15.63,2.749192144
Diamond,0.71,Ideal,G,VS1,60.7,57,5.76,5.8,3.51,3431,8.140607043
Diamond,0.38,Ideal,E,VS1,61.6,56,4.67,4.65,2.87,1069,6.974478911
Diamond,0.7,Premium,H,SI1,62,58,5.65,5.71,3.52,2155,7.675546003
Diamond,0.32,Ideal,F,VVS2,62.1,54,4.44,4.41,2.75,1008,6.915723449
Zirconia,1.25,Very Good,G,VS1,62.7,56,6.81,6.93,4.31,94.38,4.547329186
Zirconia,0.32,Ideal,G,IF,62.3,54,4.39,4.4,2.74,9.71,2.273156282
Diamond,1.06,Ideal,G,SI2,62.2,56,6.55,6.48,4.05,4778,8.471777328
Diamond,0.42,Very Good,E,SI1,61.4,54,4.83,4.87,2.98,728,6.590301048
Zirconia,1.5,Premium,H,VS2,62.2,58,7.27,7.36,4.55,113.2,4.729156166
Diamond,1.22,Premium,G,VS2,61.8,58,6.91,6.84,4.25,8362,9.031452912
Diamond,0.71,Ideal,D,VS1,61.3,56,5.75,5.77,3.53,3406,8.133293861
Diamond,0.32,Premium,H,SI2,61.8,55,4.42,4.35,2.71,517,6.248042875
Diamond,0.41,Very Good,H,VVS2,62.2,58,4.71,4.74,2.94,899,6.801283034
Diamond,0.7,Very Good,F,VS2,63.3,56,5.62,5.66,3.57,2593,7.860570786
Diamond,1.21,Premium,H,VS1,61.2,60,6.77,6.86,4.17,6056,8.708804795
Zirconia,0.24,Ideal,D,VS1,62.6,57,3.92,4,2.48,7.56,2.02287119
Diamond,0.54,Ideal,D,SI1,61.5,56,5.23,5.25,3.22,1662,7.415776975
Diamond,0.74,Very Good,E,SI1,61,58,5.82,5.85,3.56,2929,7.982416347
Diamond,0.3,Very Good,E,VS1,58.4,62,4.37,4.43,2.57,640,6.461468176
Zirconia,0.9,Fair,D,SI1,66.1,55,5.98,5.92,3.93,43.4,3.770459441
Zirconia,0.71,Very Good,G,SI2,62.4,54,5.72,5.76,3.58,23.88,3.173041289
Zirconia,0.57,Ideal,E,VS2,62.9,57,5.29,5.26,3.32,21.44,3.065258336
Diamond,2.08,Ideal,J,SI2,62.3,55,8.23,8.17,5.11,12179,9.407468436
Diamond,1.2,Ideal,G,SI1,61.2,56,6.87,6.88,4.21,7920,8.977146485
Diamond,0.3,Very Good,E,VVS1,62.1,57,4.27,4.3,2.66,862,6.759255271
Zirconia,1.05,Ideal,J,SI2,62.3,54,6.52,6.55,4.07,45.39,3.815291816
Zirconia,0.23,Very Good,F,VS2,63.4,56,3.84,3.89,2.45,4.42,1.486139696
Diamond,0.58,Premium,E,SI1,60.7,61,5.47,5.27,3.28,1641,7.403061091
Diamond,0.32,Premium,G,VS2,62.3,60,4.4,4.37,2.73,720,6.579251212
Diamond,1.01,Good,E,SI2,63.9,58,6.31,6.37,4.05,3546,8.173575487
Diamond,1.5,Premium,D,SI2,62.6,59,7.2,7.23,4.52,8108,9.000606508
Diamond,0.72,Very Good,E,VS2,60,57,5.81,5.86,3.5,3550,8.174702882
Diamond,0.52,Premium,F,SI2,62.7,57,5.11,5.07,3.19,1073,6.978213743
Zirconia,0.7,Premium,F,VS2,63,61,5.64,5.59,3.54,29.13,3.371768571
Zirconia,0.4,Ideal,I,VS1,62.786,56,4.72,4.68,2.96,10.4,2.341805806
Zirconia,1.26,Ideal,D,SI2,61.6,56,6.99,6.95,4.3,59.53,4.086480387
Diamond,1.02,Ideal,G,VS2,62.8,57,6.46,6.41,4.04,6169,8.727292029
Diamond,0.39,Very Good,F,VS2,62.4,58,4.61,4.65,2.89,821,6.710523109
Diamond,0.37,Ideal,F,VVS2,60.7,57,4.67,4.69,2.84,839,6.732210706
Diamond,2.02,Very Good,D,SI2,62.3,56,7.99,8.06,5,17263,9.756320762
Diamond,0.7,Very Good,D,SI1,61.1,57,5.74,5.66,3.48,2677,7.892452044
Zirconia,1.02,Ideal,F,SI2,62.1,56,6.44,6.41,3.99,46.62,3.842029634
Zirconia,1.31,Premium,H,VS2,59.8,58,7.19,7.09,4.27,85.05,4.443239319
Zirconia,0.79,Good,F,SI2,64.3,60,5.82,5.75,3.72,21.37,3.061988069
Zirconia,0.51,Ideal,D,VS2,61.9,56,5.14,5.11,3.17,20.7,3.0301337
Diamond,0.3,Ideal,E,VVS1,62.5,54,4.32,4.29,2.69,979,6.886531643
Zirconia,0.9,Premium,H,VS2,63,61,6.14,6.05,3.84,41.91,3.735524462
Zirconia,0.78,Ideal,F,SI2,60.6,55,5.99,6,3.63,26.02,3.258865473
Diamond,1.03,Premium,G,VS2,58.9,59,6.65,6.59,3.9,6229,8.736971085
Zirconia,0.56,Ideal,D,VS2,61.2,56,5.3,5.35,3.26,21.59,3.072230245
Diamond,0.71,Premium,H,SI1,62.4,59,5.65,5.6,3.51,2112,7.655390645
Diamond,0.51,Good,G,VVS2,63.7,54,5.1,5.08,3.24,1895,7.546974118
Zirconia,0.28,Very Good,H,VS2,61.6,57,4.22,4.25,2.61,4.72,1.5518088
Diamond,0.58,Very Good,F,SI1,63.1,57,5.28,5.31,3.34,1401,7.244941546
Zirconia,0.31,Very Good,G,SI1,61.5,59,4.34,4.38,2.68,5.08,1.625311262
Diamond,0.51,Very Good,D,SI1,63.5,55,5.09,5.08,3.23,1574,7.361375429
Diamond,0.57,Very Good,D,VS2,60.4,57,5.35,5.38,3.24,1651,7.409136444
Diamond,0.7,Very Good,D,VS1,62.8,58,5.65,5.68,3.56,3375,8.124150603
